sid	category	name
11172130	Push	 Digital Turbine H&R Block
11165504	Domain	19Parking Domain
11169039	Pop/Lightbox	50onRed FreeShipping
11167039	Pop/Lightbox	50onred-contextual-intext-Experian Nonbranded-direct-us
11167439	Pop/Lightbox	50onRed-intext-TightropeUSA-kw-us-direct
11166486	Pop/Lightbox	50onRed-pop-over-Experian NonBranded-kw-us-direct
11165997	Pop/Lightbox	50onRed-pop-over-Hulu_Branded-kw-us-direct
11167965	Pop/Lightbox	50onred-pop-over-Mcafee FR
11167107	Pop/Lightbox	50onRed-pop-over-Mcafee-kw-us-direct
11167122	Pop/Lightbox	50onRed-pop-over-OneHour-kw-us-direct
11167417	Pop/Lightbox	50onRed-pop-over-Zappos-kw-us-direct
11171722	Internal	Ad.net Mercedes Benz Push Notification
11171815	Internal	Ad.net O&O Domain
11171635	Internal	AdDotNet
11171866	Internal	AdDotNet Test Affiliate InActive Source
11170022	Pop/Lightbox	AdMedia New Tab
11168458	Domain	AdrenalAds Domain
11171657	Internal	ADTEST
11172143	Pop/Lightbox	Advertise - KeenFootwear
11172144	Pop/Lightbox	Advertise - MorningBrew
11172145	Pop/Lightbox	Advertise - OF_Hulu
11171652	Pop/Lightbox	Advertise com
11171653	Pop/Lightbox	Advertise com
11171630	Pop/Lightbox	Advertise com
11171664	Pop/Lightbox	Advertise com
11171660	Pop/Lightbox	Advertise com
11171634	Pop/Lightbox	Advertise com
11170574	Pop/Lightbox	Advertise com
11169593	Pop/Lightbox	Advertise com Intelius
11170902	Pop/Lightbox	Advertise com Interstitial Experian NonBranded
11172139	Pop/Lightbox	Advertise com MB 55 Places
11170320	Pop/Lightbox	Advertise com MB Bates Brand
11170490	Pop/Lightbox	Advertise com MB Chewy Brand
11170489	Pop/Lightbox	Advertise com MB Chewy Competitor
11170488	Pop/Lightbox	Advertise com MB Chewy NonBrand
11171394	Pop/Lightbox	Advertise com MB Edmunds Car Incentives RON
11171395	Pop/Lightbox	Advertise com MB Edmunds Electric Cars
11171717	Pop/Lightbox	Advertise com MB Edmunds LR Discovery
11171718	Pop/Lightbox	Advertise com MB Edmunds LR Discovery Sport
11171719	Pop/Lightbox	Advertise com MB Edmunds LR Range Rover
11171720	Pop/Lightbox	Advertise com MB Edmunds LR Range Rover Sport
11171689	Pop/Lightbox	Advertise com MB Edmunds Minivan
11170728	Pop/Lightbox	Advertise com MB Edmunds Sedan
11170680	Pop/Lightbox	Advertise com MB Edmunds SUV
11172037	Pop/Lightbox	Advertise com MB Essilor
11170935	Pop/Lightbox	Advertise com MB Forever 21
11171299	Pop/Lightbox	Advertise com MB Lucid Chart
11169674	Pop/Lightbox	Advertise com MB Macys
11169922	Pop/Lightbox	advertise com MB Merrell Brand
11170635	Pop/Lightbox	Advertise com MB Monevo
11172124	Pop/Lightbox	Advertise com MB National Geographic
11170684	Pop/Lightbox	Advertise com MB Nature Made Amazon
11169918	Pop/Lightbox	advertise com MB NSO Brand
11169909	Pop/Lightbox	advertise com MB Pandora Brand
11170934	Pop/Lightbox	Advertise com MB Parachute Home
11170852	Pop/Lightbox	Advertise com MB Sage
11172154	Pop/Lightbox	Advertise com MB SAN
11170292	Pop/Lightbox	Advertise com MB SAP Analytics
11170326	Pop/Lightbox	Advertise com MB SAP Brand
11170327	Pop/Lightbox	Advertise com MB SAP Cloud ERP
11169931	Pop/Lightbox	advertise com MB Saucony Brand
11171277	Pop/Lightbox	Advertise com MB Sears
11169926	Pop/Lightbox	advertise com MB Sperry Brand
11171885	Pop/Lightbox	Advertise com MB Tea Collection
11171865	Pop/Lightbox	Advertise com MB Zenni Non Brand
11170879	Pop/Lightbox	Advertise com MB Zip Recruiter
11170836	Pop/Lightbox	Advertise com RON Edmunds Car Reviews
11170729	Pop/Lightbox	Advertise com RON Edmunds Sedan
11170682	Pop/Lightbox	Advertise com RON Edmunds SUV
11170835	Pop/Lightbox	Advertise com RON Edmunds Trucks
11169591	Pop/Lightbox	Advertise com Webstaurant Store
11172000	Pop/Lightbox	Advertise com Zenni
11170494	Pop/Lightbox	Advertise KPIF - GA
11171147	Pop/Lightbox	Advertise MB - Blu Dot
11171140	Pop/Lightbox	Advertise MB - Round Sky
11172035	Pop/Lightbox	Advertise MB AbeBooks
11170238	Pop/Lightbox	Advertise MB ApartmentList
11170239	Pop/Lightbox	Advertise MB ApartmentList TextLink
11171937	Pop/Lightbox	Advertise MB Best Western - Brand
11171938	Pop/Lightbox	Advertise MB Best Western - Location
11170725	Pop/Lightbox	Advertise MB Burpee
11170672	Pop/Lightbox	Advertise MB Buttercloth NonBrand
11169981	Pop/Lightbox	Advertise MB Carbon38 Brand
11170110	Pop/Lightbox	Advertise MB Carbon38 Brand TextLink
11171934	Pop/Lightbox	Advertise MB Choice Hotels - Brand
11171936	Pop/Lightbox	Advertise MB Choice Hotels - Competitor
11171935	Pop/Lightbox	Advertise MB Choice Hotels - Nonbrand
11170280	Pop/Lightbox	Advertise MB Dollar Shave Club US Brand
11170124	Pop/Lightbox	Advertise MB Dollar Shave Club US Brand TextLink
11170125	Pop/Lightbox	Advertise MB Dollar Shave Club US Conquest TextLink
11170281	Pop/Lightbox	Advertise MB Dollar Shave Club US NonBrand
11170126	Pop/Lightbox	Advertise MB Dollar Shave Club US NonBrand TextLink
11170584	Pop/Lightbox	Advertise MB Dollar Shave Club US Womens
11171137	Pop/Lightbox	Advertise MB Ebates - Brand
11171138	Pop/Lightbox	Advertise MB Ebates - High Desktop
11171162	Pop/Lightbox	Advertise MB Ebates - Medium Desktop
11169624	Pop/Lightbox	Advertise MB Experian Branded
11170112	Pop/Lightbox	Advertise MB GruntStyle Brand TextLink
11170151	Pop/Lightbox	Advertise MB Kaiser NorCal  Brand  Desktop
11170152	Pop/Lightbox	Advertise MB Kaiser NorCal  NonBrand  Desktop
11170153	Pop/Lightbox	Advertise MB Kaiser SoCal  Brand  Desktop
11170154	Pop/Lightbox	Advertise MB Kaiser SoCal  NonBrand  Desktop
11170493	Pop/Lightbox	Advertise MB KPIF - CO
11170496	Pop/Lightbox	Advertise MB KPIF - Norcal
11170497	Pop/Lightbox	Advertise MB KPIF - Socal
11170086	Pop/Lightbox	Advertise MB MedHelp Medicare Generic
11169667	Pop/Lightbox	Advertise MB Overstock Homepage
11170628	Pop/Lightbox	Advertise MB Realtor Brand
11170629	Pop/Lightbox	Advertise MB Realtor Geo
11170796	Pop/Lightbox	Advertise MB Realtor Interstitial Brand
11170797	Pop/Lightbox	Advertise MB Realtor Interstitial Geo
11172179	Pop/Lightbox	Advertise MB Transunion Nonbrand Competitor Desktop
11170302	Pop/Lightbox	Advertise MB UnderArmour Brand
11170305	Pop/Lightbox	Advertise MB UnderArmour Brand Textlink
11170303	Pop/Lightbox	Advertise MB UnderArmour NonBrand
11170306	Pop/Lightbox	Advertise MB UnderArmour NonBrand Intext
11170590	Pop/Lightbox	Advertise MB Vivint Brand
11170591	Pop/Lightbox	Advertise MB Vivint Nonbrand
11172113	Pop/Lightbox	Advertise Nutranext SAN MB
11169648	Pop/Lightbox	Advertise TransUnion Brand
11171729	Pop/Lightbox	Advertise.com Extension Installs
11170843	Pop/Lightbox	Advertise.com Interstitials - 1800Contacts BRAND
11170794	Pop/Lightbox	Advertise.com Interstitials - eHarmony US Non Branded
11170948	Pop/Lightbox	Advertise.com MB - ApartmentList - T5
11172146	Pop/Lightbox	Advertise.com MB - Mercedes
11172206	Pop/Lightbox	Advertise.com MB - NADAGuides
11172014	Pop/Lightbox	Advertise.com MB - The Fruit Company
11172169	Pop/Lightbox	Advertise.com MB Convert PDF Pro
11172170	Pop/Lightbox	Advertise.com MB ConvertFileNow New Tab
11172171	Pop/Lightbox	Advertise.com MB TheSecuredWeb
11171999	Pop/Lightbox	Advertise.com Noom
11170901	Pop/Lightbox	Advertise.com Overstock Interstitial
11165576	Pop/Lightbox	advertise.com-pop over-1800contacts-kw-us-direct
11165881	Pop/Lightbox	Advertise.com-pop-over-centurylink-kw-direct-us
11165966	Pop/Lightbox	Advertise.com-pop-over-CL_Frontier-kw-direct-us
11167244	Pop/Lightbox	Advertise.com-pop-over-eHarmony Branded-kw-direct-us
11167243	Pop/Lightbox	Advertise.com-pop-over-eHarmony Nonbranded-kw-direct-us
11165605	Pop/Lightbox	Advertise.com-pop-over-NYT corvette collection-kw-direct-us
11165905	Pop/Lightbox	Advertise.com-pop-over-transunion-kw-direct-us
11169287	Pop/Lightbox	Advertisecom MB ATT UVerse NonBranded
11170859	Pop/Lightbox	Advertisecom MB BlackBook Lightbox
11170295	Pop/Lightbox	Advertisecom MB BlackBook NT
11170858	Pop/Lightbox	Advertisecom MB CarPriceSecrets Lightbox
11172053	Push	Advertisecom MB CarPriceSecrets Push
11171316	Pop/Lightbox	Advertisecom MB CenturyLink Brand
11169861	Pop/Lightbox	Advertisecom MB Chacos Brand
11170840	Pop/Lightbox	Advertisecom MB Crowdsteer InsureMyCar Lightbox
11170380	Push	Advertisecom MB eHarmony Push
11170806	Pop/Lightbox	Advertisecom MB FreeShipping Lightbox
11171317	Pop/Lightbox	Advertisecom MB Frontier NonBrand
11170872	Pop/Lightbox	Advertisecom MB GenealogyBank - InterYield Direct
11170871	Pop/Lightbox	Advertisecom MB GenealogyBank - Intext
11169658	Pop/Lightbox	Advertisecom MB GenealogyBank - NewTab
11170032	Pop/Lightbox	Advertisecom MB GruntStyle Brand
11170938	Pop/Lightbox	Advertisecom MB Hewlett Packard Gaming
11170905	Pop/Lightbox	Advertisecom MB Hotwire Lightbox
11165975	Pop/Lightbox	Advertisecom MB Hotwire Pop
11171320	Pop/Lightbox	Advertisecom MB HPE Brand
11170608	Pop/Lightbox	Advertisecom MB HR Block Generic/Competitor
11169663	Pop/Lightbox	Advertisecom MB HyperConverged
11170091	Pop/Lightbox	Advertisecom MB Intext CarPriceSecrets
11170093	Pop/Lightbox	Advertisecom MB Intext CS InsureMyCar
11170092	Pop/Lightbox	Advertisecom MB Intext FreeShipping
11171724	Pop/Lightbox	Advertisecom MB Intext Macys
11170223	Pop/Lightbox	Advertisecom MB Intext SVG Medicare
11171133	Pop/Lightbox	Advertisecom MB LegalZoom BillOfSale
11171132	Pop/Lightbox	Advertisecom MB LegalZoom INC
11169786	Pop/Lightbox	Advertisecom MB Lending Tree Reverse
11170842	Pop/Lightbox	Advertisecom MB LendingTree PL Consolidation
11170844	Pop/Lightbox	Advertisecom MB Macys Lightbox
11171725	Pop/Lightbox	Advertisecom MB Macys Swimsuit NT
11170631	Pop/Lightbox	Advertisecom MB Pop 3PAR
11169768	Pop/Lightbox	Advertisecom MB Pop CarPriceSecrets
11170401	Pop/Lightbox	Advertisecom MB Pop Country Inns
11169778	Pop/Lightbox	Advertisecom MB Pop Crowdsteer InsureMyCar
11170888	Pop/Lightbox	Advertisecom MB Pop E-File.com
11169259	Pop/Lightbox	Advertisecom MB Pop FreeShipping
11170939	Pop/Lightbox	Advertisecom MB Pop Hewlett Packard SMB
11169771	Pop/Lightbox	Advertisecom MB Pop LegalZoom
11169845	Pop/Lightbox	Advertisecom MB Pop Lending Tree Home Equity
11169849	Pop/Lightbox	Advertisecom MB Pop Lending Tree Purchase
11169758	Pop/Lightbox	Advertisecom MB Pop LendingTree Refi
11170158	Pop/Lightbox	Advertisecom MB Pop NewCarscom
11170492	Pop/Lightbox	Advertisecom MB Pop Nissan Brand
11170188	Pop/Lightbox	Advertisecom MB Pop SVG Medicare
11169710	Pop/Lightbox	Advertisecom MB Pop The Zebra
11170524	Pop/Lightbox	Advertisecom MB Pop Volvo Conquest
11170841	Pop/Lightbox	Advertisecom MB SVG Medicare Lightbox
11171318	Pop/Lightbox	Advertisecom MB Trivago
11170849	Lead Gen	AgreeMedia Fortis Cincinnati Nursing
11170845	Lead Gen	AgreeMedia Fortis Columbia Nursing
11170847	Lead Gen	AgreeMedia Fortis Culter Bay Nursing
11170970	Lead Gen	AgreeMedia Fortis Dental - Atlanta
11170973	Lead Gen	AgreeMedia Fortis Dental - Birmingham
11170976	Lead Gen	AgreeMedia Fortis Dental - Centerville
11170978	Lead Gen	AgreeMedia Fortis Dental - Cincinnati
11170979	Lead Gen	AgreeMedia Fortis Dental - Columbia
11170981	Lead Gen	AgreeMedia Fortis Dental - Houston North
11170846	Lead Gen	AgreeMedia Fortis Pensacola Nursing
11170848	Lead Gen	AgreeMedia Fortis Scranton Nursing
11171274	Lead Gen	AgreeMedia JWU Graduate
11171743	Lead Gen	AgreeMedia Keiser eCampus
11171495	Lead Gen	AgreeMedia Keiser Ground
11171917	Lead Gen	AgreeMedia Post University Military
11167599	Mobile Browser	Airfind Mobile
11169276	Mobile Browser	Airfind Mobile Overstock
11170225	Mobile Browser	Airfind Mobile Twitter
11171816	Pop/Lightbox	Amerisleep Advertise com MB
11167878	Other	amongtech-search-organic
11172067	Push	AmplyMedia Push CarPriceSecrets
11172083	Push	AmplyMedia Push Geico
11170945	Push	AmplyMedia Push Hotwire
11170942	Push	AmplyMedia Push HR Block
11172065	Push	AmplyMedia Push JCPenney
11172066	Push	AmplyMedia Push Lending Tree Personal Loans
11170240	Push	AmplyMedia Push LendingTree
11172064	Push	AmplyMedia Push Macys
11169958	Push	AmplyMedia Push Medicare
11172084	Push	AmplyMedia Push Pogressive
11171701	Lead Gen	Archer EDU Fortis All-State Baltimore Dental Assistant
11171702	Lead Gen	Archer EDU Fortis All-State Baltimore HVAC
11171703	Lead Gen	Archer EDU Fortis All-State Baltimore Medical Assistant
11171704	Lead Gen	Archer EDU Fortis All-State Baltimore Pharmacy Technician
11171696	Lead Gen	Archer EDU Fortis All-State Essington Dental Assistant
11171697	Lead Gen	Archer EDU Fortis All-State Essington HVAC
11171698	Lead Gen	Archer EDU Fortis All-State Essington Medical Assistant
11171699	Lead Gen	Archer EDU Fortis All-State Essington Medical Billing and Coding
11167879	Arbitrage	aspiringgentleman-search-organic
11169336	Social	Avenue I Facebook
11169333	Search	Avenue I Search
11170664	Domain	BareFruit Domain NXD
11169704	Display	Beeswax FreeShipping
11169703	Display	Beeswax Hotwire
11169707	Display	Beeswax Overstock Area Rugs
11169706	Display	Beeswax Overstock Furniture
11169705	Display	Beeswax Overstock Homepage
11170637	Search	Bidwise Chewy Product
11170523	Search	BidWise Gruntstyle Product
11170341	Search	Bidwise Macys Product
11169319	Search	BidWise Search
11170522	Search	BidWise Sperry Product
11170509	Search	Bidwise Webstaurant Product
11170850	Arbitrage	BlackSwan Macys Product 
11169339	Domain	Bodis Adult
11168258	Domain	Bodis Domain
11170544	Deal Site	BradsDeals JCPenney Product
11170532	Deal Site	BradsDeals JCPenney Stores
11170545	Deal Site	BradsDeals Macys Product
11171615	Deal Site	BradsDeals Nissan Product
11170589	Deal Site	BradsDeals TurboTax Product
11170583	Deal Site	BradsDeals UnderArmour Product
11170533	Deal Site	BradsDeals UnderArmour Stores
11170337	Deal Site	BradsDeals VS
11172069	Mobile Browser	Brave.com CarPriceSecrets
11172076	Mobile Browser	Brave.com ebates
11172098	Mobile Browser	Brave.com Essilor
11172074	Mobile Browser	Brave.com Geico
11172079	Mobile Browser	Brave.com Groupon
11172077	Mobile Browser	Brave.com JCPenney
11172078	Mobile Browser	Brave.com Macys
11172075	Mobile Browser	Brave.com Progressive
11169763	Social	Brightcast Facebook InsureMyCarNow
11168162	Lead Gen	bulldog-creditsoup-transunion-ws-direct
11172090	Mobile Browser	Cake JCPenney Tile
11172091	Mobile Browser	Cake Macys Tile
11172100	Mobile Browser	Cake Walmart 1 Product
11172105	Mobile Browser	Cake WAP
11170898	Mobile Browser	CakeBrowser Search Android RON
11171903	Mobile Browser	CakeBrowser Search Android Target
11170897	Mobile Browser	CakeBrowser Search Android Targeted
11170802	Mobile Browser	CakeBrowser Search iOS RON
11171904	Mobile Browser	CakeBrowser Search iOS Target
11170399	Mobile Browser	CakeBrowser Search iOS Targeted
11167883	Other	careerpro-search-organic
11170221	Mobile Browser	Celltick Apple Music CPA
11170358	Mobile Browser	Celltick Brazil Amazon
11170204	Mobile Browser	Celltick Carscom Mobile TurboCars
11170469	Mobile Browser	Celltick FB
11172018	Lead Gen	Chartwell Media Geico
11172017	Lead Gen	Chartwell Media Progressive
11172020	Lead Gen	Chartwell Media Prudential
11172019	Lead Gen	Chartwell Media United Medicare Advisors
11167590	Other	Cheapestdestinationsblog
11170353	Extension	Ciuvo Lending Tree Home Equity
11170245	Extension	Ciuvo Lending Tree Purchase
11170350	Extension	Ciuvo Lending Tree Refinance
11170355	Extension	Ciuvo Lending Tree Reverse
11170246	Extension	Ciuvo Trivago
11170296	Push	ClickPush eHarmony
11170297	Push	ClickPush Experian
11170378	Push	ClickPush FreeShipping
11170298	Push	ClickPush Overstock
11170592	Push	ClickPush TurboTax
11170768	Lead Gen	Clicks.net Bad Credit Loans MB
11170770	Lead Gen	Clicks.net Cash Advance MB
11170771	Lead Gen	Clicks.net CashUSA MB
11170045	Lead Gen	Clicks.net MB GCU General Masters Degrees Online
11170043	Lead Gen	Clicks.net MB GCU UG Justice Studies Online
11170044	Lead Gen	Clicks.net MB GCU UG Psychology Online
11171749	Lead Gen	Clicks.net MB Keiser Ground Clearwater
11171757	Lead Gen	Clicks.net MB Keiser Ground Lakeland
11171755	Lead Gen	Clicks.net MB Keiser Ground Melbourne
11171759	Lead Gen	Clicks.net MB Keiser Ground Naples
11171753	Lead Gen	Clicks.net MB Keiser Ground New Port Richey
11171751	Lead Gen	Clicks.net MB Keiser Ground Pembroke Pines
11171752	Lead Gen	Clicks.net MB Keiser Ground Port St. Lucie
11171756	Lead Gen	Clicks.net MB Keiser Ground Sarasota
11171758	Lead Gen	Clicks.net MB Keiser Ground Tallahassee
11171814	Lead Gen	Clicks.net MB Post University Military
11171773	Lead Gen	Clicks.net MB University of Cumberlands
11170772	Lead Gen	Clicks.net Personal Loans MB
11168091	Lead Gen	Clicks.net-pop-over-Fortis Centerville Nursing-kw-us-direct
11168092	Lead Gen	Clicks.net-pop-over-Fortis Cincinnati Nursing-kw-us-direct
11168104	Pop/Lightbox	Clicks.net-pop-over-Fortis Columbia Nursing-kw-us-direct
11168093	Lead Gen	Clicks.net-pop-over-Fortis Columbus Nursing-kw-us-direct
11168099	Lead Gen	Clicks.net-pop-over-Fortis Cutler Bay Nursing-kw-us-direct
11168094	Lead Gen	Clicks.net-pop-over-Fortis Cuyahoga Falls Nursing-kw-us-direct
11168096	Lead Gen	Clicks.net-pop-over-Fortis Orange Park Nursing-kw-us-direct
11168097	Lead Gen	Clicks.net-pop-over-Fortis Pensacola Nursing-kw-us-direct
11168101	Lead Gen	Clicks.net-pop-over-Fortis Richmond Nursing-kw-us-direct
11168102	Lead Gen	Clicks.net-pop-over-Fortis Salt Lake City Nursing-kw-us-direct
11168103	Lead Gen	Clicks.net-pop-over-Fortis Scranton Nursing-kw-us-direct
11168357	Lead Gen	Clicks.net-search-Classes and Careers-us-direct
11169893	Arbitrage	Clicksco Search
11169524	Lead Gen	Clicksnet Fortis Dental Assistant Atlanta
11169525	Lead Gen	Clicksnet Fortis Dental Assistant Centerville
11169526	Lead Gen	Clicksnet Fortis Dental Assistant Columbia
11169527	Lead Gen	Clicksnet Fortis Dental Assistant Erie
11169528	Lead Gen	Clicksnet Fortis Dental Assistant Indianapolis
11169529	Lead Gen	Clicksnet Fortis Dental Assistant Landover
11169540	Lead Gen	Clicksnet Fortis Dental Assistant Lawrenceville
11169530	Lead Gen	Clicksnet Fortis Dental Assistant Mobile
11169541	Lead Gen	Clicksnet Fortis Dental Assistant Orange Park
11169542	Lead Gen	Clicksnet Fortis Dental Assistant Pensacola
11169534	Lead Gen	Clicksnet Fortis Dental Assistant Richmond
11169535	Lead Gen	Clicksnet Fortis Dental Assistant Salt Lake City
11169536	Lead Gen	Clicksnet Fortis Dental Assistant Scranton
11169537	Lead Gen	Clicksnet Fortis Dental Assistant Towson
11169493	Lead Gen	Clicksnet Fortis Medical Assistant Atlanta
11169514	Lead Gen	Clicksnet Fortis Medical Assistant Centerville
11169496	Lead Gen	Clicksnet Fortis Medical Assistant Cincinnati
11169515	Lead Gen	Clicksnet Fortis Medical Assistant Cookeville
11169516	Lead Gen	Clicksnet Fortis Medical Assistant Cutler Bay
11169517	Lead Gen	Clicksnet Fortis Medical Assistant Cuyahoga Falls
11169518	Lead Gen	Clicksnet Fortis Medical Assistant Dothan
11169519	Lead Gen	Clicksnet Fortis Medical Assistant Foley
11169499	Lead Gen	Clicksnet Fortis Medical Assistant Houston South
11169501	Lead Gen	Clicksnet Fortis Medical Assistant Landover
11169521	Lead Gen	Clicksnet Fortis Medical Assistant Lawrenceville
11169522	Lead Gen	Clicksnet Fortis Medical Assistant Mobile
11169503	Lead Gen	Clicksnet Fortis Medical Assistant Nashville
11169506	Lead Gen	Clicksnet Fortis Medical Assistant Richmond
11169523	Lead Gen	Clicksnet Fortis Medical Assistant Wayne
11169571	Lead Gen	Clicksnet Keypath Education
11170361	Lead Gen	Clicksnet MB ACU Graduate
11170082	Lead Gen	Clicksnet MB AllState Baltimore Dental Assistant
11170084	Lead Gen	Clicksnet MB AllState Baltimore Medical Assistant
11170083	Lead Gen	Clicksnet MB AllState Baltimore Pharmacy Technician
11169698	Lead Gen	Clicksnet MB Everglades University
11170412	Lead Gen	Clicksnet MB Fortis Cincinnati Dental Assisting
11171174	Lead Gen	Clicksnet MB Fortis Dental Assistant - Birmingham
11171197	Lead Gen	Clicksnet MB Fortis Dental Assistant - Cuyahoga Falls
11171209	Lead Gen	Clicksnet MB Fortis Dental Assistant - Houston North
11171228	Lead Gen	Clicksnet MB Fortis Dental Assistant - Montgomery
11171249	Lead Gen	Clicksnet MB Fortis Dental Assistant - Port St Lucie
11171268	Lead Gen	Clicksnet MB Fortis Dental Assistant - Wayne
11171183	Lead Gen	Clicksnet MB Fortis Medical Assistant - Columbia
11171187	Lead Gen	Clicksnet MB Fortis Medical Assistant - Columbus
11171208	Lead Gen	Clicksnet MB Fortis Medical Assistant - Forty Fort
11171263	Lead Gen	Clicksnet MB Fortis Medical Assistant - Scranton
11171168	Lead Gen	Clicksnet MB Fortis Medical Asst - Baton Rouge
11171177	Lead Gen	Clicksnet MB Fortis Medical Asst - Birmingham
11171211	Lead Gen	Clicksnet MB Fortis Medical Asst - Houston North
11171229	Lead Gen	Clicksnet MB Fortis Medical Asst - Montgomery
11171239	Lead Gen	Clicksnet MB Fortis Medical Asst - Orange Park
11171246	Lead Gen	Clicksnet MB Fortis Medical Asst - Pensacola
11171252	Lead Gen	Clicksnet MB Fortis Medical Asst - Port St Lucie
11171267	Lead Gen	Clicksnet MB Fortis Medical Asst - Towson
11171221	Lead Gen	Clicksnet MB Fortis Nursing - Indianapolis
11171233	Lead Gen	Clicksnet MB Fortis Nursing - Nashville
11171237	Lead Gen	Clicksnet MB Fortis Nursing - Norfolk
11171254	Lead Gen	Clicksnet MB Fortis Nursing - Port St Lucie
11170176	Lead Gen	Clicksnet MB GCU Grad Healthcare
11170388	Lead Gen	Clicksnet MB GCU UG Healthcare
11169957	Lead Gen	Clicksnet MB JANDW Grad
11169649	Lead Gen	Clicksnet MB Johnson Wales
11170554	Lead Gen	Clicksnet MB Keiser National eCampus
11169801	Lead Gen	Clicksnet MB Lending Tree Home Equity
11169785	Lead Gen	Clicksnet MB Lending Tree Purchase
11169713	Lead Gen	Clicksnet MB Lending Tree Refi
11169802	Lead Gen	Clicksnet MB Lending Tree Reverse Mortgage
11170807	Lead Gen	Clicksnet MB LendingTree Personal Loan
11170853	Lead Gen	Clicksnet MB LendingTree Purchase SF
11170851	Lead Gen	Clicksnet MB LendingTree Refi SF
11170398	Lead Gen	Clicksnet MB Monevo
11169839	Lead Gen	Clicksnet MB NAF Purchase
11170227	Lead Gen	Clicksnet MB Post University Grad
11170226	Lead Gen	Clicksnet MB Post University Undergrad
11169773	Lead Gen	Clicksnet MB Regent
11169036	Lead Gen	Clicksnet Medical Billing Coding
11169193	Pop/Lightbox	ClicksNGo POP
11172180	Push	Clickso Progressive Push
11170514	Domain	ComDotCom
11172055	Contextual	Connexity Influencer JCPenney Product
11171888	Contextual	Connexity Influencer Overstock Product
11171852	Contextual	Connexity Macys Product
11172056	Contextual	Connexity Network JCPenney Product
11171853	Contextual	Connexity Network Overstock Product
11172086	Contextual	Connexity Network Pandora Product
11172094	Contextual	Connexity Network Sears Product
11172085	Contextual	Connexity SYL Pandora Product
11172095	Contextual	Connexity SYL Sears Product
11170748	Lead Gen	Core Digital Dental Atlanta
11170749	Lead Gen	Core Digital Dental Baltimore
11170750	Lead Gen	Core Digital Dental Houston North
11170751	Lead Gen	Core Digital Dental Pensacola
11170752	Lead Gen	Core Digital HVAC Atlanta
11170753	Lead Gen	Core Digital HVAC Houston North
11170754	Lead Gen	Core Digital HVAC Pensacola
11170711	Lead Gen	Core Digital Keypath Keiser
11170755	Lead Gen	Core Digital Med Asst Atlanta
11170756	Lead Gen	Core Digital Med Asst Baltimore
11170757	Lead Gen	Core Digital Med Asst Cutler Bay
11170758	Lead Gen	Core Digital Med Asst Houston North
11170759	Lead Gen	Core Digital Med Asst Pensacola
11170761	Lead Gen	Core Digital Med Billing Houston North
11170732	Lead Gen	Core Digital Nursing Cutler Bay
11170733	Lead Gen	Core Digital Nursing Pensacola
11170760	Lead Gen	Core Digital Pharmacy Technician Baltimore
11170882	Lead Gen	Core Digital Post University - Graduate
11170839	Lead Gen	Core Digital Post University - Undergraduate
111	Internal	cpv test account sid 111
11171804	Extension	Data Tank Apartment List
11171778	Extension	Data Tank CarpriceSecrets
11171791	Extension	Data Tank Chewy
11171787	Extension	Data Tank Choice Hotels
11171801	Extension	Data Tank Dollar Shave
11171788	Extension	Data Tank Ebates
11171800	Extension	Data Tank Eharmony
11171790	Extension	Data Tank Experian
11171805	Extension	Data Tank Geneology Bank
11171776	Extension	Data Tank Hotwire
11171781	Extension	Data Tank HP
11171797	Extension	Data Tank JCPenney
11171802	Extension	Data Tank Lamps Plus
11171974	Extension	Data Tank Lending Tree SF
11171782	Extension	Data Tank LendingTree Debt Relief
11171987	Extension	Data Tank LendingTree Personal Loans
11171775	Extension	Data Tank LendingTree Refi
11171774	Extension	Data Tank Macys
11171793	Extension	Data Tank Merrell
11171798	Extension	Data Tank Overstock
11172073	Extension	Data Tank Pandora
11171795	Extension	Data Tank Progressive
11171784	Extension	Data Tank Samsung Home Appliances
11171796	Extension	Data Tank Sears
11171794	Extension	Data Tank Sperry
11172071	Extension	Data Tank TAG Heuer
11171786	Extension	Data Tank Toyota
11171799	Extension	Data Tank TransUnion
11171777	Extension	Data Tank Trivago
11171792	Extension	Data Tank Volvo
11171783	Extension	Data Tank Webstaurant Store
11171920	Deal Site	Dealmoon Best Western Product
11171705	Deal Site	Dealmoon CarPriceSecrets Product
11171824	Deal Site	Dealmoon Choice Hotels Product
11171706	Deal Site	Dealmoon Geico Product
11170665	Deal Site	Dealmoon H&R Block Product
11172162	Deal Site	Dealmoon Hulu
11170426	Deal Site	Dealmoon JCPenney Product
11171818	Deal Site	Dealmoon JCPenney Product 2
11170349	Deal Site	Dealmoon Keurig
11171331	Deal Site	Dealmoon LegalZoom Bill of Sale
11171335	Deal Site	Dealmoon LegalZoom Brand
11172161	Deal Site	Dealmoon Mercedes Benz Product
11172165	Deal Site	Dealmoon Mercedes Benz Product 2
11171130	Deal Site	Dealmoon Overstock Product
11170402	Deal Site	Dealmoon PizzaHut
11171707	Deal Site	Dealmoon Progressive
11171708	Deal Site	Dealmoon Samsung Product
11171991	Deal Site	Dealmoon Talbots Product
11171992	Deal Site	Dealmoon Tea Collection Product
11170688	Deal Site	Dealmoon Toyota
11171993	Deal Site	Dealmoon Trivago
11170548	Deal Site	Dealmoon TurboTax Product
11170421	Deal Site	Dealmoon UVerse
